STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02741V03309,Sub Sector,UNIT,VALUE,Country
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20163,2016Q3,08,Total Public Sector excluding Semi State bodies,Euro,27.14,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,01,Civil service,Euro,24.43,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,02,Defence,Euro,21.86,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,03,Garda Siochana,Euro,24.78,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,04,Education,Euro,37.09,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,05,Regional bodies,Euro,22.75,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,06,Health,Euro,23.86,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,07,Semi-State companies,Euro,26.11,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,09,Commercial Semi-State companies,Euro,25.69,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,10,Non commercial Semi-State companies,Euro,27.37,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,-,Total Public Sector including Semi State bodies,Euro,27.08,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20164,2016Q4,08,Total Public Sector excluding Semi State bodies,Euro,27.26,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,01,Civil service,Euro,24.57,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,02,Defence,Euro,22.02,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,03,Garda Siochana,Euro,24.93,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,04,Education,Euro,37.29,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,05,Regional bodies,Euro,22.45,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,06,Health,Euro,23.78,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,07,Semi-State companies,Euro,26.4,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,09,Commercial Semi-State companies,Euro,26.08,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,10,Non commercial Semi-State companies,Euro,27.41,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,-,Total Public Sector including Semi State bodies,Euro,27.16,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20171,2017Q1,08,Total Public Sector excluding Semi State bodies,Euro,27.29,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,01,Civil service,Euro,25.19,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,02,Defence,Euro,21.73,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,03,Garda Siochana,Euro,25.5,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,04,Education,Euro,38.13,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,05,Regional bodies,Euro,22.85,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,06,Health,Euro,24.19,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,07,Semi-State companies,Euro,26.49,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,09,Commercial Semi-State companies,Euro,26.05,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,10,Non commercial Semi-State companies,Euro,27.74,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,-,Total Public Sector including Semi State bodies,Euro,27.51,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20172,2017Q2,08,Total Public Sector excluding Semi State bodies,Euro,27.7,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,01,Civil service,Euro,24.48,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,02,Defence,Euro,22.85,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,03,Garda Siochana,Euro,25.58,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,04,Education,Euro,39.11,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,05,Regional bodies,Euro,22.27,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,06,Health,Euro,24.25,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,07,Semi-State companies,Euro,26.45,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,09,Commercial Semi-State companies,Euro,26.02,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,10,Non commercial Semi-State companies,Euro,27.72,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,-,Total Public Sector including Semi State bodies,Euro,27.72,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20173,2017Q3,08,Total Public Sector excluding Semi State bodies,Euro,27.95,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,01,Civil service,Euro,24.76,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,02,Defence,Euro,22.96,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,03,Garda Siochana,Euro,25.7,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,04,Education,Euro,38.69,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,05,Regional bodies,Euro,22.32,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,06,Health,Euro,24.36,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,07,Semi-State companies,Euro,26.54,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,09,Commercial Semi-State companies,Euro,26.09,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,10,Non commercial Semi-State companies,Euro,27.77,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,-,Total Public Sector including Semi State bodies,Euro,27.75,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20174,2017Q4,08,Total Public Sector excluding Semi State bodies,Euro,27.97,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,01,Civil service,Euro,24.78,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,02,Defence,Euro,22.97,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,03,Garda Siochana,Euro,25.59,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,04,Education,Euro,39.47,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,05,Regional bodies,Euro,22.68,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,06,Health,Euro,24.59,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,07,Semi-State companies,Euro,26.93,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,09,Commercial Semi-State companies,Euro,26.53,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,10,Non commercial Semi-State companies,Euro,27.99,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,-,Total Public Sector including Semi State bodies,Euro,28.06,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20181,2018Q1,08,Total Public Sector excluding Semi State bodies,Euro,28.25,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,01,Civil service,Euro,24.94,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,02,Defence,Euro,23.31,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,03,Garda Siochana,Euro,25.66,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,04,Education,Euro,39.61,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,05,Regional bodies,Euro,22.63,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,06,Health,Euro,24.7,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,07,Semi-State companies,Euro,26.96,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,09,Commercial Semi-State companies,Euro,26.54,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,10,Non commercial Semi-State companies,Euro,28.1,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,-,Total Public Sector including Semi State bodies,Euro,28.1,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20182,2018Q2,08,Total Public Sector excluding Semi State bodies,Euro,28.31,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,01,Civil service,Euro,24.49,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,02,Defence,Euro,23.38,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,03,Garda Siochana,Euro,25.85,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,04,Education,Euro,40.2,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,05,Regional bodies,Euro,22.58,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,06,Health,Euro,24.63,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,07,Semi-State companies,Euro,26.83,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,09,Commercial Semi-State companies,Euro,26.46,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,10,Non commercial Semi-State companies,Euro,27.85,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,-,Total Public Sector including Semi State bodies,Euro,28.31,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20183,2018Q3,08,Total Public Sector excluding Semi State bodies,Euro,28.58,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,01,Civil service,Euro,25.13,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,02,Defence,Euro,23.58,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,03,Garda Siochana,Euro,25.44,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,04,Education,Euro,39.83,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,05,Regional bodies,Euro,22.81,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,06,Health,Euro,24.81,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,07,Semi-State companies,Euro,26.93,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,09,Commercial Semi-State companies,Euro,26.46,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,10,Non commercial Semi-State companies,Euro,28.13,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,-,Total Public Sector including Semi State bodies,Euro,28.39,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20184,2018Q4,08,Total Public Sector excluding Semi State bodies,Euro,28.64,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,01,Civil service,Euro,25.02,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,02,Defence,Euro,23.47,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,03,Garda Siochana,Euro,25.48,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,04,Education,Euro,39.79,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,05,Regional bodies,Euro,22.86,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,06,Health,Euro,24.75,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,07,Semi-State companies,Euro,27.16,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,09,Commercial Semi-State companies,Euro,26.82,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,10,Non commercial Semi-State companies,Euro,28.06,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,-,Total Public Sector including Semi State bodies,Euro,28.35,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20191,2019Q1,08,Total Public Sector excluding Semi State bodies,Euro,28.57,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,01,Civil service,Euro,24.87,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,02,Defence,Euro,23.61,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,03,Garda Siochana,Euro,25.76,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,04,Education,Euro,40.26,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,05,Regional bodies,Euro,22.74,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,06,Health,Euro,25.05,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,07,Semi-State companies,Euro,26.97,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,09,Commercial Semi-State companies,Euro,26.46,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,10,Non commercial Semi-State companies,Euro,28.33,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,-,Total Public Sector including Semi State bodies,Euro,28.42,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20192,2019Q2,08,Total Public Sector excluding Semi State bodies,Euro,28.69,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,01,Civil service,Euro,24.67,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,02,Defence,Euro,23.87,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,03,Garda Siochana,Euro,26.1,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,04,Education,Euro,40.74,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,05,Regional bodies,Euro,22.65,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,06,Health,Euro,25.13,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,07,Semi-State companies,Euro,27.42,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,09,Commercial Semi-State companies,Euro,26.98,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,10,Non commercial Semi-State companies,Euro,28.56,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,-,Total Public Sector including Semi State bodies,Euro,28.68,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20193,2019Q3,08,Total Public Sector excluding Semi State bodies,Euro,28.91,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,01,Civil service,Euro,25.31,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,02,Defence,Euro,24.85,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,03,Garda Siochana,Euro,25.99,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,04,Education,Euro,40.87,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,05,Regional bodies,Euro,23.04,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,06,Health,Euro,25.9,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,07,Semi-State companies,Euro,27.62,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,09,Commercial Semi-State companies,Euro,26.91,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,10,Non commercial Semi-State companies,Euro,29.26,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,-,Total Public Sector including Semi State bodies,Euro,29.26,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20194,2019Q4,08,Total Public Sector excluding Semi State bodies,Euro,29.54,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,01,Civil service,Euro,25.01,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,02,Defence,Euro,24.35,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,03,Garda Siochana,Euro,25.93,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,04,Education,Euro,40.88,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,05,Regional bodies,Euro,23.16,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,06,Health,Euro,26.0,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,07,Semi-State companies,Euro,27.68,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,09,Commercial Semi-State companies,Euro,27.06,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,10,Non commercial Semi-State companies,Euro,29.27,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,-,Total Public Sector including Semi State bodies,Euro,29.27,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20201,2020Q1,08,Total Public Sector excluding Semi State bodies,Euro,29.56,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,01,Civil service,Euro,24.97,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,02,Defence,Euro,24.69,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,03,Garda Siochana,Euro,26.28,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,04,Education,Euro,41.21,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,05,Regional bodies,Euro,23.08,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,06,Health,Euro,26.95,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,07,Semi-State companies,Euro,28.06,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,09,Commercial Semi-State companies,Euro,27.49,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,10,Non commercial Semi-State companies,Euro,29.36,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,-,Total Public Sector including Semi State bodies,Euro,29.8,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20202,2020Q2,08,Total Public Sector excluding Semi State bodies,Euro,30.1,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,01,Civil service,Euro,24.74,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,02,Defence,Euro,24.62,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,03,Garda Siochana,Euro,26.05,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,04,Education,Euro,41.88,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,05,Regional bodies,Euro,23.19,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,06,Health,Euro,26.36,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,07,Semi-State companies,Euro,27.67,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,09,Commercial Semi-State companies,Euro,26.95,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,10,Non commercial Semi-State companies,Euro,29.51,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,-,Total Public Sector including Semi State bodies,Euro,29.37,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20203,2020Q3,08,Total Public Sector excluding Semi State bodies,Euro,29.7,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,01,Civil service,Euro,25.83,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,02,Defence,Euro,25.31,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,03,Garda Siochana,Euro,26.77,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,04,Education,Euro,42.21,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,05,Regional bodies,Euro,23.69,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,06,Health,Euro,27.21,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,07,Semi-State companies,Euro,27.85,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,09,Commercial Semi-State companies,Euro,27.43,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,10,Non commercial Semi-State companies,Euro,28.85,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,-,Total Public Sector including Semi State bodies,Euro,30.07,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20204,2020Q4,08,Total Public Sector excluding Semi State bodies,Euro,30.47,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,01,Civil service,Euro,26.67,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,02,Defence,Euro,25.66,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,03,Garda Siochana,Euro,27.74,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,04,Education,Euro,42.41,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,05,Regional bodies,Euro,24.03,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,06,Health,Euro,27.22,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,07,Semi-State companies,Euro,27.97,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,09,Commercial Semi-State companies,Euro,27.04,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,10,Non commercial Semi-State companies,Euro,29.95,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,-,Total Public Sector including Semi State bodies,Euro,30.66,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20211,2021Q1,08,Total Public Sector excluding Semi State bodies,Euro,31.12,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,01,Civil service,Euro,27.47,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,02,Defence,Euro,25.53,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,03,Garda Siochana,Euro,27.93,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,04,Education,Euro,42.4,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,05,Regional bodies,Euro,23.89,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,06,Health,Euro,26.64,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,07,Semi-State companies,Euro,28.64,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,09,Commercial Semi-State companies,Euro,28.0,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,10,Non commercial Semi-State companies,Euro,30.05,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,-,Total Public Sector including Semi State bodies,Euro,30.56,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20212,2021Q2,08,Total Public Sector excluding Semi State bodies,Euro,30.88,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,01,Civil service,Euro,27.25,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,02,Defence,Euro,26.09,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,03,Garda Siochana,Euro,27.6,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,04,Education,Euro,43.0,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,05,Regional bodies,Euro,23.81,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,06,Health,Euro,27.31,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,07,Semi-State companies,Euro,28.13,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,09,Commercial Semi-State companies,Euro,27.36,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,10,Non commercial Semi-State companies,Euro,29.9,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,-,Total Public Sector including Semi State bodies,Euro,30.87,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20213,2021Q3,08,Total Public Sector excluding Semi State bodies,Euro,31.35,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20214,2021Q4,01,Civil service,Euro,27.54,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20214,2021Q4,02,Defence,Euro,25.83,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20214,2021Q4,03,Garda Siochana,Euro,27.53,Canada
EHQ10C04,Average Hourly Earnings excluding Irregular Earnings,20214,2021Q4,04,Education,Euro,42.64,Canada
